id_camion,orden_parada,nodo_ine,paquetes,km_tramo,tiempo_tramo_min,tiempo_acumulado_min,Id_Transportista,Centro_Origen
370,4,1101101,1,10.064221940199204,12.077066328239045,398.3541758002215,370,Amazon_SVQ1
370,5,Regreso_Amazon_SVQ1,0,90.44,80.12,478.47417580022153,370,Amazon_SVQ1
371,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,371,Amazon_SVQ1
371,2,1101001,5,77.21,65.27,120.27,371,Amazon_SVQ1
371,3,1101003,7,6.425884024320765,7.711060829184918,148.9810608291849,371,Amazon_SVQ1
371,4,1104102,71,4.532786096201125,5.43934331544135,367.4204041446263,371,Amazon_SVQ1
371,5,1104101,16,0.576816492465542,0.6921797909586505,416.1125839355849,371,Amazon_SVQ1
371,6,Regreso_Amazon_SVQ1,0,73.05,62.67,478.7825839355849,371,Amazon_SVQ1
372,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,372,Amazon_SVQ1
372,2,1101101,18,90.44,80.12,174.12,372,Amazon_SVQ1
372,3,1102602,25,5.248436635967617,6.2981239631611405,255.41812396316115,372,Amazon_SVQ1
372,4,1102601,20,0.4544652271254811,0.5453582725505773,315.96348223571175,372,Amazon_SVQ1
372,5,1104101,16,11.73138857198672,14.077666286384064,378.0411485220958,372,Amazon_SVQ1
372,6,1102901,9,10.471692512178743,12.566031014614492,417.6071795367103,372,Amazon_SVQ1
372,7,Regreso_Amazon_SVQ1,0,72.62,61.06,478.6671795367103,372,Amazon_SVQ1
373,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,373,Amazon_SVQ1
373,2,1101201,59,109.6,78.32,295.32,373,Amazon_SVQ1
373,3,1101203,35,0.20398239437268112,0.24477887324721734,400.5647788732472,373,Amazon_SVQ1
373,4,1101208,1,1.6759873659578817,2.011184839149458,405.57596371239663,373,Amazon_SVQ1
373,5,Regreso_Amazon_SVQ1,0,107.84,74.04,479.61596371239665,373,Amazon_SVQ1
374,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,374,Amazon_SVQ1
374,2,1101202,57,109.62,79.01,290.01,374,Amazon_SVQ1
374,3,1101203,22,0.1640972106368737,0.19691665276424844,356.2069166527642,374,Amazon_SVQ1
374,4,1101205,14,0.3542710771900077,0.4251252926280093,398.63204194539225,374,Amazon_SVQ1
374,5,1101206,1,0.2980574668065243,0.3576689601678292,401.98971090556006,374,Amazon_SVQ1
374,6,Regreso_Amazon_SVQ1,0,108.9,76.26,478.24971090556005,374,Amazon_SVQ1
375,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,375,Amazon_SVQ1
375,2,1101204,33,109.75,79.44,218.44,375,Amazon_SVQ1
375,3,1101205,25,0.33548850217894843,0.40258620261473815,293.8425862026147,375,Amazon_SVQ1
375,4,1101206,36,0.2980574668065243,0.3576689601678292,402.2002551627825,375,Amazon_SVQ1
375,5,Regreso_Amazon_SVQ1,0,108.9,76.26,478.4602551627825,375,Amazon_SVQ1
376,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,376,Amazon_SVQ1
376,2,1101207,27,107.94,75.07,196.07,376,Amazon_SVQ1
376,3,1101208,69,0.7650106721654121,0.9180128065984945,403.9880128065985,376,Amazon_SVQ1
376,4,Regreso_Amazon_SVQ1,0,107.84,74.04,478.0280128065985,376,Amazon_SVQ1
377,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,377,Amazon_SVQ1
377,2,1101208,97,107.84,74.04,405.04,377,Amazon_SVQ1
377,3,Regreso_Amazon_SVQ1,0,107.84,74.04,479.08000000000004,377,Amazon_SVQ1
378,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,378,Amazon_SVQ1
378,2,1101208,97,107.84,74.04,405.04,378,Amazon_SVQ1
378,3,Regreso_Amazon_SVQ1,0,107.84,74.04,479.08000000000004,378,Amazon_SVQ1
379,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,379,Amazon_SVQ1
379,2,1101208,13,107.84,74.04,153.04000000000002,379,Amazon_SVQ1
379,3,1101209,83,1.166236808575326,1.3994841702903913,403.43948417029037,379,Amazon_SVQ1
379,4,Regreso_Amazon_SVQ1,0,107.52,74.08,477.51948417029035,379,Amazon_SVQ1
380,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,380,Amazon_SVQ1
380,2,1101209,97,107.52,74.08,405.08,380,Amazon_SVQ1
380,3,Regreso_Amazon_SVQ1,0,107.52,74.08,479.15999999999997,380,Amazon_SVQ1
381,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,381,Amazon_SVQ1
381,2,1101209,44,107.52,74.08,246.07999999999998,381,Amazon_SVQ1
381,3,1101210,52,0.9296233182472802,1.1155479818967362,403.1955479818967,381,Amazon_SVQ1
381,4,Regreso_Amazon_SVQ1,0,108.29,75.36,478.5555479818967,381,Amazon_SVQ1
382,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,382,Amazon_SVQ1
382,2,1101210,96,108.29,75.36,403.36,382,Amazon_SVQ1
382,3,Regreso_Amazon_SVQ1,0,108.29,75.36,478.72,382,Amazon_SVQ1
383,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,383,Amazon_SVQ1
383,2,1101210,96,108.29,75.36,403.36,383,Amazon_SVQ1
383,3,Regreso_Amazon_SVQ1,0,108.29,75.36,478.72,383,Amazon_SVQ1
384,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,384,Amazon_SVQ1
384,2,1101210,38,108.29,75.36,229.36,384,Amazon_SVQ1
384,3,1102801,57,7.611229195596312,9.133475034715575,409.49347503471563,384,Amazon_SVQ1
384,4,Regreso_Amazon_SVQ1,0,99.89,68.28,477.7734750347156,384,Amazon_SVQ1
385,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,385,Amazon_SVQ1
385,2,1101301,28,187.62,132.69,256.69,385,Amazon_SVQ1
385,3,1102102,20,10.288637282990669,12.346364739588802,329.0363647395888,385,Amazon_SVQ1
385,4,1103302,2,20.595159506075507,24.71419140729061,359.75055614687943,385,Amazon_SVQ1
385,5,Regreso_Amazon_SVQ1,0,177.7,120.01,479.7605561468794,385,Amazon_SVQ1
386,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,386,Amazon_SVQ1
386,2,1101501,92,114.06,81.33,397.33,386,Amazon_SVQ1
386,3,Regreso_Amazon_SVQ1,0,114.06,81.33,478.65999999999997,386,Amazon_SVQ1
387,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,387,Amazon_SVQ1
387,2,1101501,58,114.06,81.33,295.33,387,Amazon_SVQ1
387,3,1101504,34,0.46353467110718416,0.556241605328621,397.8862416053286,387,Amazon_SVQ1
387,4,Regreso_Amazon_SVQ1,0,112.99,80.55,478.43624160532863,387,Amazon_SVQ1
388,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,388,Amazon_SVQ1
388,2,1101502,79,115.26,83.91,360.90999999999997,388,Amazon_SVQ1
388,3,1101503,12,0.6220972667598266,0.7465167201117919,397.65651672011177,388,Amazon_SVQ1
