id_camion,orden_parada,nodo_ine,paquetes,km_tramo,tiempo_tramo_min,tiempo_acumulado_min,Id_Transportista,Centro_Origen,Zona_Geografica
1,1,Inicio_Poligono_Nave_industrial_070,0,0.0,20.0,20.0,1,Poligono_Nave_industrial_070,Zona_0
1,2,2100101,7,114.87,116.26,157.26,1,Poligono_Nave_industrial_070,Zona_0
1,3,2104501,3,4.3320000222808375,5.198400026737005,171.458400026737,1,Poligono_Nave_industrial_070,Zona_0
1,4,2104801,4,5.469030306718086,6.562836368061703,190.0212363947987,1,Poligono_Nave_industrial_070,Zona_0
1,5,2103301,7,3.444574472233368,4.133489366680042,215.15472576147874,1,Poligono_Nave_industrial_070,Zona_0
1,6,2102201,2,3.2251969207194273,3.870236304863313,225.02496206634206,1,Poligono_Nave_industrial_070,Zona_0
1,7,2103401,11,4.38610013587557,5.263320163050684,263.28828222939273,1,Poligono_Nave_industrial_070,Zona_0
1,8,2107101,2,3.2627613899847634,3.915313667981716,273.20359589737444,1,Poligono_Nave_industrial_070,Zona_0
1,9,2102601,3,4.151473222825534,4.981767867390642,287.1853637647651,1,Poligono_Nave_industrial_070,Zona_0
1,10,2100702,8,6.181128211412118,7.417353853694541,318.6027176184596,1,Poligono_Nave_industrial_070,Zona_0
1,11,2100703,19,4.381224394247657,5.257469273097188,380.8601868915568,1,Poligono_Nave_industrial_070,Zona_0
1,12,2107201,1,39.61310590962337,47.53572709154804,431.39591398310483,1,Poligono_Nave_industrial_070,Zona_0
1,13,Regreso_Poligono_Nave_industrial_070,0,53.31,47.18,478.57591398310484,1,Poligono_Nave_industrial_070,Zona_0
2,1,Inicio_Poligono_Nave_industrial_070,0,0.0,20.0,20.0,2,Poligono_Nave_industrial_070,Zona_0
2,2,2100201,119,67.63,50.91,427.90999999999997,2,Poligono_Nave_industrial_070,Zona_0
2,3,Regreso_Poligono_Nave_industrial_070,0,67.63,50.91,478.81999999999994,2,Poligono_Nave_industrial_070,Zona_0
3,1,Inicio_Poligono_Nave_industrial_070,0,0.0,20.0,20.0,3,Poligono_Nave_industrial_070,Zona_0
3,2,2100201,1,67.63,50.91,73.91,3,Poligono_Nave_industrial_070,Zona_0
3,3,2100202,116,3.98442067934485,4.78130481521382,426.6913048152138,3,Poligono_Nave_industrial_070,Zona_0
