Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion
Parque Empresarial Príncipe Felipe,37.385055,-4.505896,Córdoba,industrial,121.68,OSM: industrial | 121.7 ha | Córdoba
Parque Empresarial,36.711024,-6.118536,Cádiz,industrial,119.61,OSM: industrial | 119.6 ha | Cádiz
Central Termosolar Solnova 1,37.412295,-6.26723,Sevilla,industrial,117.1,OSM: industrial | 117.1 ha | Sevilla
Navantia Puerto Real,36.515044,-6.240434,Cádiz,industrial,115.36,OSM: industrial | 115.4 ha | Cádiz
Polígono Industrial La Viñuela,37.416151,-4.475493,Córdoba,industrial,109.71,OSM: industrial | 109.7 ha | Córdoba
Acerinox,36.179842,-5.427893,Cádiz,industrial,104.19,OSM: industrial | 104.2 ha | Cádiz
Poligono_Industrial_004,36.621184,-6.291071,Cádiz,industrial,103.75,OSM: industrial | 103.8 ha | Cádiz
Parque Fotovoltaico El Esparragal II,37.54013,-6.102303,Sevilla,industrial,100.41,OSM: industrial | 100.4 ha | Sevilla
Central Termosolar PS20,37.44398,-6.259377,Sevilla,industrial,97.73,OSM: industrial | 97.7 ha | Sevilla
Planta Solar Fotovoltaica Poleo,37.720582,-5.936144,Sevilla,industrial,92.47,OSM: industrial | 92.5 ha | Sevilla
Polígono Industrial La Red Sur,37.371523,-5.88766,Sevilla,industrial,86.13,OSM: industrial | 86.1 ha | Sevilla
Poligono_Industrial_005,37.564541,-7.23633,Huelva,industrial,84.78,OSM: industrial | 84.8 ha | Huelva
Cantera Isabelita,36.752646,-5.764632,Cádiz,industrial,83.99,OSM: industrial | 84.0 ha | Cádiz
Polígono Industrial de las Cabezuelas,36.522158,-6.239893,Cádiz,industrial,83.76,OSM: industrial | 83.8 ha | Cádiz
Complejo Medioambiental de la Vega,37.594871,-6.00739,Sevilla,industrial,83.05,OSM: industrial | 83.0 ha | Sevilla
Polígono Industrial La Red Norte,37.375096,-5.881595,Sevilla,industrial,81.36,OSM: industrial | 81.4 ha | Sevilla
Planta Solar Fotovoltaica Cornicabra,37.715922,-5.933379,Sevilla,industrial,81.35,OSM: industrial | 81.3 ha | Sevilla
Polígono Industrial Alcalá X,37.36065,-5.882097,Sevilla,industrial,79.18,OSM: industrial | 79.2 ha | Sevilla
Central Termosolar PS10,37.44555,-6.24988,Sevilla,industrial,78.31,OSM: industrial | 78.3 ha | Sevilla
Polígono Industrial La Jara,37.297988,-6.819969,Huelva,industrial,78.15,OSM: industrial | 78.2 ha | Huelva
Zona Franca,36.500483,-6.265386,Cádiz,industrial,77.2,OSM: industrial | 77.2 ha | Cádiz
Planta Solar Fotovoltaica Santiponce,37.638223,-5.971112,Sevilla,industrial,69.75,OSM: industrial | 69.8 ha | Sevilla
APM Terminal Algeciras,36.141522,-5.438319,Cádiz,industrial,68.92,OSM: industrial | 68.9 ha | Cádiz
Poligono_Brownfield_002,38.295382,-5.271582,Córdoba,brownfield,66.64,OSM: brownfield | 66.6 ha | Córdoba
Zona de Actividades Logísticas de San Roque,36.232276,-5.431756,Cádiz,industrial,66.61,OSM: industrial | 66.6 ha | Cádiz
Poligono_Industrial_006,37.902263,-4.765766,Córdoba,industrial,66.42,OSM: industrial | 66.4 ha | Córdoba
Poligono_Industrial_007,37.712706,-6.589198,Huelva,industrial,65.94,OSM: industrial | 65.9 ha | Huelva
Polígono Industrial Calonge,37.409208,-5.954661,Sevilla,industrial,65.89,OSM: industrial | 65.9 ha | Sevilla
Polígono Industrial La Torrecilla,37.853292,-4.793338,Córdoba,industrial,65.85,OSM: industrial | 65.8 ha | Córdoba
Instalaciones Portuarias de Campamento,36.170047,-5.376093,Cádiz,puerto,65.43,OSM: puerto | 65.4 ha | Cádiz
Parque Industrial y de Servicios del Aljarafe,37.354803,-6.058094,Sevilla,industrial,64.92,OSM: industrial | 64.9 ha | Sevilla
Central Térmica de Los Barrios,36.182592,-5.419691,Cádiz,industrial,64.86,OSM: industrial | 64.9 ha | Cádiz
Polígono Industrial La Campiña,37.530003,-5.121207,Sevilla,industrial,64.73,OSM: industrial | 64.7 ha | Sevilla
Parque Científico y Tecnológico Cartuja,37.406388,-6.006498,Sevilla,comercial,64.3,OSM: comercial | 64.3 ha | Sevilla
Poligono_Brownfield_003,37.691589,-6.57208,Huelva,brownfield,63.24,OSM: brownfield | 63.2 ha | Huelva
Poligono_Industrial_008,37.196124,-5.79205,Sevilla,industrial,62.89,OSM: industrial | 62.9 ha | Sevilla
Polígono Industrial El Pino,37.38017,-5.92457,Sevilla,industrial,62.75,OSM: industrial | 62.8 ha | Sevilla
Polígono Industrial El Zabal,36.18524,-5.350187,Cádiz,industrial,61.55,OSM: industrial | 61.5 ha | Cádiz
Airbus Defence and Space - San Pablo Sur,37.411447,-5.881805,Sevilla,industrial,58.78,OSM: industrial | 58.8 ha | Sevilla
Poligono_Industrial_009,37.241383,-5.880567,Sevilla,industrial,58.44,OSM: industrial | 58.4 ha | Sevilla
Polígono Industrial Los Espartales,37.437355,-5.879047,Sevilla,industrial,58.4,OSM: industrial | 58.4 ha | Sevilla
Poligono_Industrial_010,37.502007,-4.665543,Córdoba,industrial,58.08,OSM: industrial | 58.1 ha | Córdoba
Puerto de Huelva,37.153753,-6.881165,Huelva,industrial,56.91,OSM: industrial | 56.9 ha | Huelva
Polígono Industrial Ciudad del Transporte,36.725212,-6.093016,Cádiz,industrial,56.33,OSM: industrial | 56.3 ha | Cádiz
Poligono_Industrial_011,37.246267,-5.550903,Sevilla,industrial,56.32,OSM: industrial | 56.3 ha | Sevilla
Parque logístico de Carmona,37.441104,-5.780591,Sevilla,industrial,56.3,OSM: industrial | 56.3 ha | Sevilla
Parque Empresarial PIBO,37.355069,-6.143043,Sevilla,industrial,56.27,OSM: industrial | 56.3 ha | Sevilla
Polígono Industrial Pelagatos,36.40385,-6.129797,Cádiz,industrial,55.61,OSM: industrial | 55.6 ha | Cádiz
Fábrica de Cemento de Jerez,36.620197,-6.074268,Cádiz,industrial,55.44,OSM: industrial | 55.4 ha | Cádiz
POLIVISO,37.400926,-5.712294,Sevilla,industrial,55.39,OSM: industrial | 55.4 ha | Sevilla
Polígono Industrial Dehesa Boyal,38.360323,-4.839372,Córdoba,industrial,55.25,OSM: industrial | 55.2 ha | Córdoba
Polígono Industrial deLa Menacha,36.159993,-5.465081,Cádiz,industrial,54.26,OSM: industrial | 54.3 ha | Cádiz
Polígono Industrial Cortijo Real,36.111862,-5.471642,Cádiz,industrial,54.0,OSM: industrial | 54.0 ha | Cádiz
Piscifactoria,37.242973,-7.41674,Huelva,industrial,53.23,OSM: industrial | 53.2 ha | Huelva
Polígono Industrial Amargacena,37.84779,-4.797301,Córdoba,industrial,52.92,OSM: industrial | 52.9 ha | Córdoba
Puerto de Cádiz,36.535186,-6.286685,Cádiz,industrial,52.5,OSM: industrial | 52.5 ha | Cádiz
Polígono Industrial Sepes,36.20238,-5.410542,Cádiz,industrial,52.32,OSM: industrial | 52.3 ha | Cádiz
Polígono Industrial La Negrilla,37.380892,-5.930971,Sevilla,industrial,50.28,OSM: industrial | 50.3 ha | Sevilla
Polígono Industrial Laguna Larga,37.37987,-5.879321,Sevilla,industrial,50.0,OSM: industrial | 50.0 ha | Sevilla
Aerópolis - Parque Tecnológico Aeroespacial de Andalucía,37.434879,-5.85985,Sevilla,industrial,49.81,OSM: industrial | 49.8 ha | Sevilla
Parque Empresarial Argentum,37.460155,-6.048863,Sevilla,industrial,48.96,OSM: industrial | 49.0 ha | Sevilla
Poligono_Industrial_012,37.929141,-4.650232,Córdoba,industrial,48.89,OSM: industrial | 48.9 ha | Córdoba
Poligono_Industrial_013,36.470586,-6.171954,Cádiz,industrial,48.78,OSM: industrial | 48.8 ha | Cádiz
Polígono Industrial El Garrotal,37.703805,-5.25891,Córdoba,industrial,48.45,OSM: industrial | 48.5 ha | Córdoba
Polígono Industrial El Cáñamo III,37.48154,-5.931267,Sevilla,industrial,48.34,OSM: industrial | 48.3 ha | Sevilla
Centro de Transporte de Mercancías de Sevilla,37.380711,-5.93779,Sevilla,industrial,46.49,OSM: industrial | 46.5 ha | Sevilla
Parque Logístico,36.867899,-6.033722,Sevilla,industrial,46.36,OSM: industrial | 46.4 ha | Sevilla
Polígono Industrial Ciudad del Transporte,36.720874,-6.088685,Cádiz,industrial,46.31,OSM: industrial | 46.3 ha | Cádiz
Polígono Industrial Incosur,36.177931,-5.369585,Cádiz,industrial,45.82,OSM: industrial | 45.8 ha | Cádiz
Polígono Industrial Gandul,37.361023,-5.757277,Sevilla,industrial,45.27,OSM: industrial | 45.3 ha | Sevilla
Huerto del Francés,37.40198,-4.754922,Córdoba,industrial,44.81,OSM: industrial | 44.8 ha | Córdoba
Polígono Industrial El Carpio,36.52883,-6.129945,Cádiz,industrial,44.72,OSM: industrial | 44.7 ha | Cádiz
Polígono Industrial San Nicolás,37.372377,-5.900185,Sevilla,industrial,44.36,OSM: industrial | 44.4 ha | Sevilla
Polígono Industrial Antolín,38.292912,-5.250144,Córdoba,industrial,43.72,OSM: industrial | 43.7 ha | Córdoba
Poligono_Industrial_014,37.192954,-6.883076,Huelva,industrial,43.63,OSM: industrial | 43.6 ha | Huelva
Parque Empresarial Oeste,36.679745,-6.155974,Cádiz,industrial,43.19,OSM: industrial | 43.2 ha | Cádiz
Polígono Ganadero La Jarosa,37.511948,-6.280809,Sevilla,industrial,43.0,OSM: industrial | 43.0 ha | Sevilla
Polígono Industrial San Pancracio,37.394034,-4.74093,Córdoba,industrial,42.03,OSM: industrial | 42.0 ha | Córdoba
Dragados Off-shore,36.526992,-6.248973,Cádiz,industrial,41.73,OSM: industrial | 41.7 ha | Cádiz
Poligono_Industrial_015,37.498208,-6.231308,Sevilla,industrial,41.45,OSM: industrial | 41.5 ha | Sevilla
Polígono Industrial Store,37.410473,-5.960109,Sevilla,industrial,41.25,OSM: industrial | 41.2 ha | Sevilla
Polígono Industrial El Cerro,37.557119,-6.033655,Sevilla,industrial,41.09,OSM: industrial | 41.1 ha | Sevilla
Poligono_Industrial_016,37.460244,-6.056521,Sevilla,industrial,40.99,OSM: industrial | 41.0 ha | Sevilla
Polígono Industrial El Cruce,37.311522,-5.892109,Sevilla,industrial,40.79,OSM: industrial | 40.8 ha | Sevilla
Poligono_Brownfield_004,36.729857,-5.92164,Cádiz,brownfield,40.75,OSM: brownfield | 40.8 ha | Cádiz
Zona Franca,37.335716,-5.999145,Sevilla,industrial,40.6,OSM: industrial | 40.6 ha | Sevilla
Poligono_Industrial_017,37.319032,-4.369681,Córdoba,industrial,40.5,OSM: industrial | 40.5 ha | Córdoba
Polígono Industrial Los Santos,37.422149,-4.520607,Córdoba,industrial,39.44,OSM: industrial | 39.4 ha | Córdoba
Polígono Industrial Tecnocórdoba,37.899379,-4.732079,Córdoba,industrial,39.25,OSM: industrial | 39.2 ha | Córdoba
Parque Empresarial Dehesa Boyal,37.363534,-6.54308,Huelva,industrial,38.39,OSM: industrial | 38.4 ha | Huelva
Poligono_Industrial_018,37.608955,-4.294842,Córdoba,industrial,38.18,OSM: industrial | 38.2 ha | Córdoba
Exolum Arahal I,37.249236,-5.581471,Sevilla,industrial,37.43,OSM: industrial | 37.4 ha | Sevilla
Polígono Industrial Las Palomas,37.396581,-4.506075,Córdoba,industrial,37.36,OSM: industrial | 37.4 ha | Córdoba
Poligono_Industrial_019,37.355397,-5.831464,Sevilla,industrial,37.14,OSM: industrial | 37.1 ha | Sevilla
Polígono Industrial La Gravera,37.280349,-7.235956,Huelva,industrial,36.87,OSM: industrial | 36.9 ha | Huelva
Cementos Portland Valderrivas,37.358831,-5.864135,Alcalá de Guadaira,industrial,36.8,OSM: industrial | 36.8 ha | Sevilla
Muelle de las Cabezuelas,36.521678,-6.252762,Cádiz,puerto,36.59,OSM: puerto | 36.6 ha | Cádiz
Heineken España,37.391289,-5.863058,Sevilla,industrial,36.44,OSM: industrial | 36.4 ha | Sevilla
Total Terminal International Algeciras,36.129784,-5.425452,Cádiz,industrial,36.18,OSM: industrial | 36.2 ha | Cádiz
Polígono Industrial Sepes,37.233339,-7.391172,Huelva,industrial,35.94,OSM: industrial | 35.9 ha | Huelva
Poligono_Industrial_020,37.297673,-5.911264,Sevilla,industrial,35.82,OSM: industrial | 35.8 ha | Sevilla
Polígono de Astilleros,37.34202,-5.997453,Sevilla,industrial,35.65,OSM: industrial | 35.6 ha | Sevilla
Polígono Industrial Aceitunero,37.267829,-5.929749,Sevilla,industrial,35.62,OSM: industrial | 35.6 ha | Sevilla
Parque Empresarial Zaudín,37.361036,-6.051193,Sevilla,industrial,35.44,OSM: industrial | 35.4 ha | Sevilla
Polígono Industrial Los Palillos,37.369743,-5.87499,Sevilla,industrial,34.89,OSM: industrial | 34.9 ha | Sevilla
Antiguo Hospital militar de San Pablo,37.405908,-5.89056,Sevilla,brownfield,34.84,OSM: brownfield | 34.8 ha | Sevilla
Parque Sevilla Industrial - Parsi,37.375516,-5.920436,Sevilla,industrial,34.72,OSM: industrial | 34.7 ha | Sevilla
Polígono Industrial El Palmar,36.616614,-6.206785,Cádiz,industrial,33.94,OSM: industrial | 33.9 ha | Cádiz
Polígono Industrial El Blanquillo,38.279035,-5.402695,Córdoba,industrial,33.59,OSM: industrial | 33.6 ha | Córdoba
Polígono Industrial El Algarrobito,37.257725,-6.823244,Huelva,industrial,33.13,OSM: industrial | 33.1 ha | Huelva
Área Logística de Córdoba,37.877487,-4.829381,Córdoba,industrial,33.08,OSM: industrial | 33.1 ha | Córdoba
Polígono Industrial Los Polvillares,37.413576,-4.508315,Córdoba,industrial,32.74,OSM: industrial | 32.7 ha | Córdoba
Polígono Industrial El Pilero,37.481794,-5.65,Sevilla,industrial,32.63,OSM: industrial | 32.6 ha | Sevilla
comercial,37.358923,-5.977786,Sevilla,comercial,32.19,OSM: comercial | 32.2 ha | Sevilla
Poligono_Brownfield_005,36.52107,-6.220729,Cádiz,brownfield,32.12,OSM: brownfield | 32.1 ha | Cádiz
Poligono_Industrial_021,37.346572,-5.991534,Sevilla,industrial,31.43,OSM: industrial | 31.4 ha | Sevilla
Zona de Actividades Logísticas Área del Fresno,36.169606,-5.460807,Cádiz,industrial,31.23,OSM: industrial | 31.2 ha | Cádiz
Zona de actividades logísticas Batán,37.351423,-5.9988,Sevilla,industrial,30.88,OSM: industrial | 30.9 ha | Sevilla
Poligono_Industrial_022,37.341878,-5.436097,Sevilla,industrial,30.47,OSM: industrial | 30.5 ha | Sevilla
Autologística de Andalucía,37.218894,-4.773828,Sevilla,comercial,30.29,OSM: comercial | 30.3 ha | Sevilla
Poligono_Industrial_023,37.245422,-5.109495,Sevilla,industrial,30.1,OSM: industrial | 30.1 ha | Sevilla
Parque Joyero,37.874808,-4.81499,Córdoba,industrial,29.96,OSM: industrial | 30.0 ha | Córdoba
Parque Tecnológico de TecnoBahía,36.650848,-6.263138,Cádiz,industrial,29.94,OSM: industrial | 29.9 ha | Cádiz
Astilleros de Cádiz - Navantia,36.528345,-6.280334,Cádiz,industrial,29.64,OSM: industrial | 29.6 ha | Cádiz
Polígono Industrial Espaldillas,37.367092,-5.891668,Sevilla,industrial,29.53,OSM: industrial | 29.5 ha | Sevilla
Poligono_Comercial_001,37.322183,-5.41155,Sevilla,comercial,29.46,OSM: comercial | 29.5 ha | Sevilla
Parque de Innovación Empresarial Soland,37.399914,-6.248765,Sevilla,industrial,29.39,OSM: industrial | 29.4 ha | Sevilla
Parque Tecnológico Agroindustrial de Jerez,36.73116,-6.08701,Cádiz,industrial,29.37,OSM: industrial | 29.4 ha | Cádiz
Polígono Industrial Piedra Hincada,37.349532,-5.828687,Sevilla,industrial,28.78,OSM: industrial | 28.8 ha | Sevilla
Poligono_Industrial_024,38.494068,-5.136809,Córdoba,industrial,28.65,OSM: industrial | 28.6 ha | Córdoba
Poligono_Industrial_025,36.956057,-5.800801,Sevilla,industrial,28.63,OSM: industrial | 28.6 ha | Sevilla
Parque Empresarial Palmetillo,37.37494,-5.906406,Sevilla,industrial,28.62,OSM: industrial | 28.6 ha | Sevilla
Parque Empresarial Vega del Rey,37.38073,-6.029772,Sevilla,comercial,28.59,OSM: comercial | 28.6 ha | Sevilla
Poligono_Industrial_026,37.416226,-4.489938,Córdoba,industrial,28.49,OSM: industrial | 28.5 ha | Córdoba
Poligono_Industrial_027,37.300104,-4.879809,Sevilla,industrial,28.47,OSM: industrial | 28.5 ha | Sevilla
Palmones II - P.E.T. Las Marismas,36.183317,-5.433025,Cádiz,industrial,28.4,OSM: industrial | 28.4 ha | Cádiz
Poligono_Industrial_028,36.750793,-6.338418,Cádiz,industrial,28.26,OSM: industrial | 28.3 ha | Cádiz
Polígono Industrial San Jorge,37.222025,-6.880237,Huelva,industrial,27.8,OSM: industrial | 27.8 ha | Huelva
Polígono Industrial El Cáñamo II,37.4865,-5.928941,Sevilla,industrial,27.47,OSM: industrial | 27.5 ha | Sevilla
Polígono Industrial La Palmera,37.304487,-5.971974,Sevilla,industrial,27.28,OSM: industrial | 27.3 ha | Sevilla
Polígono Industrial El Machorro,36.482482,-5.923973,Cádiz,industrial,27.05,OSM: industrial | 27.1 ha | Cádiz
Torneo Parque Empresarial,37.427027,-5.975157,Sevilla,comercial,26.85,OSM: comercial | 26.9 ha | Sevilla
Factoria de Hidrocarburos,37.807369,-4.79708,Córdoba,industrial,26.83,OSM: industrial | 26.8 ha | Córdoba
Polígono Cabeza Hermosa,37.35427,-5.864611,Sevilla,industrial,26.5,OSM: industrial | 26.5 ha | Sevilla
Poligono_Industrial_029,37.628046,-4.284043,Córdoba,industrial,26.48,OSM: industrial | 26.5 ha | Córdoba
Poligono_Industrial_030,37.224682,-4.781061,Sevilla,industrial,26.35,OSM: industrial | 26.4 ha | Sevilla
Polígono Industrial Los Arroyos,37.270876,-6.830511,Huelva,industrial,26.26,OSM: industrial | 26.3 ha | Huelva
Polígono Industrial Santa Bárbara,37.289923,-4.781033,Sevilla,industrial,26.24,OSM: industrial | 26.2 ha | Sevilla
Polígono Industrial Fuente del Rey,37.310366,-5.972546,Sevilla,industrial,26.21,OSM: industrial | 26.2 ha | Sevilla
Parque Empresarial La Raya,37.257332,-7.0169,Huelva,industrial,26.04,OSM: industrial | 26.0 ha | Huelva
Polígono Industrial La Estrella,37.295918,-6.05807,Sevilla,industrial,25.85,OSM: industrial | 25.9 ha | Sevilla
Central Térmica de Puente Nuevo,38.111687,-4.934391,Córdoba,industrial,25.83,OSM: industrial | 25.8 ha | Córdoba
Cobre Las Cruces,37.497368,-6.103194,Sevilla,industrial,25.56,OSM: industrial | 25.6 ha | Sevilla
Poligono_Comercial_002,37.564581,-6.752988,Huelva,comercial,25.32,OSM: comercial | 25.3 ha | Huelva
Polígono Industrial El Lirio,37.352902,-6.54173,Huelva,industrial,25.06,OSM: industrial | 25.1 ha | Huelva
Polígono Industrial Los Alberos,37.289064,-5.503424,Sevilla,industrial,24.97,OSM: industrial | 25.0 ha | Sevilla
Polígono Industrial La Vega,37.989479,-4.306874,Córdoba,industrial,24.76,OSM: industrial | 24.8 ha | Córdoba
Parque Solar Almodóvar del Río,37.836708,-4.980612,Córdoba,industrial,24.59,OSM: industrial | 24.6 ha | Córdoba
Central Térmica de Ciclo Combinado de Palos de la Frontera,37.184457,-6.884078,Huelva,industrial,24.57,OSM: industrial | 24.6 ha | Huelva
Parque Solar Pasajesol,37.838782,-4.971579,Córdoba,industrial,24.52,OSM: industrial | 24.5 ha | Córdoba
Poligono_Industrial_031,37.623957,-4.312269,Córdoba,industrial,23.99,OSM: industrial | 24.0 ha | Córdoba
Polígono Industrial Los Alfares,37.612893,-4.725054,Córdoba,industrial,23.96,OSM: industrial | 24.0 ha | Córdoba
Polígono Industrial Los Bermejales,37.351348,-6.678483,Huelva,industrial,23.95,OSM: industrial | 23.9 ha | Huelva
Puerto Sevilla,37.361498,-5.990838,Sevilla,industrial,23.6,OSM: industrial | 23.6 ha | Sevilla
Polígono Industrial El Peral,36.767109,-5.811788,Cádiz,industrial,23.48,OSM: industrial | 23.5 ha | Cádiz
Los Llanos,37.593235,-4.303278,Córdoba,industrial,22.95,OSM: industrial | 22.9 ha | Córdoba
Poligono_Industrial_032,37.573141,-4.66013,Córdoba,industrial,22.82,OSM: industrial | 22.8 ha | Córdoba
Polígono Industrial Tejares,37.226911,-5.322517,Sevilla,industrial,22.69,OSM: industrial | 22.7 ha | Sevilla
Polígono Industrial Los Santos,37.360322,-4.486004,Córdoba,industrial,22.64,OSM: industrial | 22.6 ha | Córdoba
Poligono_Industrial_033,37.238153,-4.573515,Córdoba,industrial,22.64,OSM: industrial | 22.6 ha | Córdoba
Polígono Industrial La Morera,37.202165,-5.804754,Sevilla,industrial,22.62,OSM: industrial | 22.6 ha | Sevilla
Poligono_Industrial_034,37.508217,-5.383029,Sevilla,industrial,22.46,OSM: industrial | 22.5 ha | Sevilla
Parque Empresarial Cuarto de la Huerta,37.582073,-5.958607,Sevilla,industrial,22.41,OSM: industrial | 22.4 ha | Sevilla
Poligono_Industrial_035,37.133894,-5.454018,Sevilla,industrial,22.35,OSM: industrial | 22.4 ha | Sevilla
Polígono Industrial Tablada,37.364217,-6.002138,Sevilla,industrial,22.2,OSM: industrial | 22.2 ha | Sevilla
Poligono_Industrial_036,37.938854,-4.466119,Córdoba,industrial,22.03,OSM: industrial | 22.0 ha | Córdoba
Los Remedios Picasat,36.939735,-5.223151,Sevilla,industrial,21.89,OSM: industrial | 21.9 ha | Sevilla
Poligono_Greenfield_001,37.87327,-4.844642,Córdoba,greenfield,21.72,OSM: greenfield | 21.7 ha | Córdoba
Polígono Industrial La Molina,37.259766,-4.991121,Sevilla,industrial,21.69,OSM: industrial | 21.7 ha | Sevilla
Polígono Industrial Majaloba,37.45714,-5.977572,Sevilla,industrial,21.64,OSM: industrial | 21.6 ha | Sevilla
Poligono_Comercial_003,37.239215,-5.131025,Sevilla,comercial,21.62,OSM: comercial | 21.6 ha | Sevilla
Polígono Industrial El Muro,37.166026,-5.939258,Sevilla,industrial,21.6,OSM: industrial | 21.6 ha | Sevilla
Siderúrgica Sevillana,37.362734,-5.887424,Alcalá de Guadaira,industrial,21.54,OSM: industrial | 21.5 ha | Sevilla
Poligono_Industrial_037,37.138891,-6.160925,Sevilla,industrial,21.46,OSM: industrial | 21.5 ha | Sevilla
Poligono_Industrial_038,37.508842,-6.229595,Sevilla,industrial,21.41,OSM: industrial | 21.4 ha | Sevilla
Polígono Industrial Los Postigos,37.596659,-4.483236,Córdoba,industrial,21.3,OSM: industrial | 21.3 ha | Córdoba
Poligono_Industrial_039,37.578649,-4.283902,Córdoba,industrial,21.29,OSM: industrial | 21.3 ha | Córdoba
Parque Empresarial Higuerón Sur,37.432319,-5.970927,Sevilla,comercial,21.24,OSM: comercial | 21.2 ha | Sevilla
Polígono Industrial El Olivar,36.205128,-5.927465,Cádiz,industrial,21.24,OSM: industrial | 21.2 ha | Cádiz
Polígono Industrial Camino Morente,38.005693,-4.385068,Córdoba,industrial,21.24,OSM: industrial | 21.2 ha | Córdoba
Polígono Industrial El Olmo,38.00412,-4.415293,Córdoba,industrial,21.22,OSM: industrial | 21.2 ha | Córdoba
Poligono_Industrial_040,36.290053,-6.068625,Cádiz,industrial,21.07,OSM: industrial | 21.1 ha | Cádiz
Central Térmica de Arcos,36.671985,-5.815949,Cádiz,industrial,20.89,OSM: industrial | 20.9 ha | Cádiz
Estación de Tratamiento de Agua Potable Montañes,36.520722,-6.04309,Cádiz,industrial,20.88,OSM: industrial | 20.9 ha | Cádiz
Polígono Industrial Los Cantosales,37.37674,-5.73667,Sevilla,industrial,20.77,OSM: industrial | 20.8 ha | Sevilla
Polígono Industrial Fuente Sol,37.378861,-5.7289,Sevilla,industrial,20.68,OSM: industrial | 20.7 ha | Sevilla
Polígono Industrial Bansur,37.380071,-5.891627,Sevilla,industrial,20.62,OSM: industrial | 20.6 ha | Sevilla
Polígono Industrial Guadial,37.364824,-6.247762,Sevilla,industrial,20.55,OSM: industrial | 20.6 ha | Sevilla
Poligono_Industrial_041,37.16343,-6.895397,Huelva,industrial,20.52,OSM: industrial | 20.5 ha | Huelva
Polígono Industrial Torrealcázar,37.309109,-6.240701,Sevilla,industrial,20.44,OSM: industrial | 20.4 ha | Sevilla
Centro de Comunicaciones por Satélite de Carmona,37.537717,-5.482802,Sevilla,industrial,20.34,OSM: industrial | 20.3 ha | Sevilla
Polígono Industrial Aeropuerto,37.393932,-5.94082,Sevilla,industrial,20.19,OSM: industrial | 20.2 ha | Sevilla
Polígono Industrial Labacante,37.37155,-6.247027,Sevilla,industrial,20.18,OSM: industrial | 20.2 ha | Sevilla
Polígono Industrial El Cañuelo,37.581499,-4.851348,Córdoba,industrial,20.09,OSM: industrial | 20.1 ha | Córdoba
Ence Biomasa 40,37.30599,-6.865216,Huelva,industrial,19.94,OSM: industrial | 19.9 ha | Huelva
Parque Empresarial Parque Plata,37.419467,-6.032876,Sevilla,industrial,19.81,OSM: industrial | 19.8 ha | Sevilla
Fábrica Santa Filomena,37.529443,-5.241581,Sevilla,industrial,19.44,OSM: industrial | 19.4 ha | Sevilla
Parque Empresarial de Levante,36.492973,-6.264936,Cádiz,industrial,19.43,OSM: industrial | 19.4 ha | Cádiz
Polígono Industrial Navaestrella,36.697233,-6.082935,Cádiz,industrial,19.42,OSM: industrial | 19.4 ha | Cádiz
Poligono_Industrial_042,36.718814,-6.097651,Cádiz,industrial,18.84,OSM: industrial | 18.8 ha | Cádiz
Fertiberia,37.221127,-6.945926,Huelva,industrial,18.79,OSM: industrial | 18.8 ha | Huelva
Poligono_Industrial_043,37.174278,-5.795295,Sevilla,industrial,18.74,OSM: industrial | 18.7 ha | Sevilla
Polígono Industrial de Trocadero,36.525594,-6.210578,Cádiz,industrial,18.55,OSM: industrial | 18.6 ha | Cádiz
Poligono_Industrial_044,37.163174,-5.456758,Sevilla,industrial,18.52,OSM: industrial | 18.5 ha | Sevilla
Polígono Industrial La Atalaya,37.479821,-4.43976,Córdoba,industrial,18.47,OSM: industrial | 18.5 ha | Córdoba
Explotación minera inactiva,36.959588,-5.333681,Cádiz,brownfield,18.46,OSM: brownfield | 18.5 ha | Cádiz
Campus Palmas Altas,37.338917,-5.978106,Sevilla,industrial,18.43,OSM: industrial | 18.4 ha | Sevilla
Airbus Defence and Space - San Pablo Norte,37.424416,-5.883452,Sevilla,industrial,18.21,OSM: industrial | 18.2 ha | Sevilla
Poligono_Comercial_004,37.376539,-6.833765,Huelva,comercial,18.16,OSM: comercial | 18.2 ha | Huelva
Puerto Comercial,36.593236,-6.22428,Cádiz,industrial,18.16,OSM: industrial | 18.2 ha | Cádiz
Polígono Industrial Zahorí,36.350403,-5.819261,Cádiz,industrial,17.98,OSM: industrial | 18.0 ha | Cádiz
Polígono Industrial La Chaparrilla,37.381076,-5.905114,Sevilla,industrial,17.93,OSM: industrial | 17.9 ha | Sevilla
Polígono Industrial Ciudad Blanca,37.266214,-5.922769,Sevilla,industrial,17.92,OSM: industrial | 17.9 ha | Sevilla
Poligono_Industrial_045,37.401096,-4.581113,Córdoba,industrial,17.8,OSM: industrial | 17.8 ha | Córdoba
Poligono_Greenfield_002,37.557038,-6.039679,Sevilla,greenfield,17.68,OSM: greenfield | 17.7 ha | Sevilla
Poligono_Industrial_046,37.777432,-6.771872,Huelva,industrial,17.67,OSM: industrial | 17.7 ha | Huelva
Polígono Industrial Quintos-Aeropuerto,37.85227,-4.862641,Córdoba,industrial,17.59,OSM: industrial | 17.6 ha | Córdoba
Poligono_Industrial_047,37.72376,-6.170078,Sevilla,industrial,17.56,OSM: industrial | 17.6 ha | Sevilla
Parque Tecnológico Dehesa de Valme,37.307335,-5.938159,Sevilla,comercial,17.32,OSM: comercial | 17.3 ha | Sevilla
