lat,lon,nombre
36.7429636,-6.315788,10
36.7470938,-6.3172829,10
36.7493138,-6.3233295,nodo_960942212
36.749913,-6.3238186,nodo_960942220
36.7051589,-6.0691427,0
36.7783733,-6.0430977,nodo_966902424
36.7142888,-6.0419998,3
36.7162739,-6.0398763,3
36.7157153,-6.0010828,7
36.7189035,-6.0100181,7
36.7507557,-6.3694544,5
36.7423658,-6.3322959,9
36.7501454,-6.3632511,5
36.7472239,-6.321895,60B
36.7498543,-6.3184382,60
36.7443363,-6.3271132,8
37.2894966,-4.9086033,103
37.3011289,-4.8707536,106
36.4988637,-4.7918372,nodo_972342815
36.4950757,-4.7770388,192
36.4944625,-4.7703864,192
37.9476236,-4.5438274,377
37.9448179,-4.5491328,377
37.9868823,-4.2776797,348
37.9870086,-4.2854511,348
37.9947392,-4.2522779,348
37.9886949,-4.264305,348
37.4363994,-4.4743361,nodo_974061115
37.2745018,-4.820097,112
37.2748985,-4.8272502,112
37.2880182,-4.8594651,109
37.2833896,-4.8555714,109
36.4885479,-4.7284139,nodo_978856352
36.4890052,-4.7195405,nodo_980013867
36.4903781,-4.7080605,197
36.4911002,-4.703486,197
37.1683053,-4.0863363,197
37.5164923,-4.6286361,40
36.768001,-5.8407574,24
36.7567039,-4.4840817,989
36.7472169,-4.4994939,989
36.6863088,-4.4622748,5B
36.7565254,-4.4265595,142B
38.008888,-4.3820247,nodo_1009086053
37.4611241,-4.5756149,49
37.7756548,-4.750423,5
37.4066546,-4.5305487,56
37.7815704,-4.7495292,5
37.4433743,-4.5562503,51
37.2829477,-4.4886136,72
37.6103903,-4.6923243,27
37.614549,-4.6990659,27
36.4956025,-4.779681,nodo_1010588580
37.5293199,-5.0843445,455
37.530967,-5.0935892,455
37.9201518,-4.5861725,383
37.9524274,-4.5119599,374
37.9526472,-4.5176945,374
37.9864759,-4.2965767,350
37.9864365,-4.3053118,350
36.5273343,-5.9853485,17
36.5225615,-5.9826604,17
36.5725711,-6.0231699,10
36.5671983,-6.0208045,10
36.4689096,-5.8592688,31
36.4932569,-5.9314811,24
36.4459693,-5.7452397,42
36.4710015,-5.8065739,36
36.3051302,-5.5963895,66
36.2953962,-5.5922582,66
37.1637338,-4.5542833,86
37.0719725,-4.5713811,149
37.1699918,-4.551868,86
36.8114908,-4.4389916,136
36.9842062,-4.4609644,nodo_1015846943
37.0145096,-4.492456,nodo_1015852744
36.9930552,-4.472665,nodo_1015853686
36.8573783,-4.4430537,nodo_1015853952
37.1085828,-4.5619784,92
36.7754682,-4.4257018,140
37.072501,-4.5595879,149
37.1148539,-4.5655225,92
37.0960116,-4.6323845,142
37.1200743,-4.6713532,138
37.1167793,-4.6649714,138
36.5025649,-4.6836131,1024
37.3565287,-5.9503757,nodo_1060131941
37.456222,-5.9699325,nodo_1064874500
37.4517002,-5.9704486,nodo_1064874523
36.7434484,-4.4452203,985A
36.1629303,-5.4592807,1116 A
36.1671319,-5.4577809,1115B
36.7201425,-4.5118658,nodo_1080512779
36.7169838,-4.5143627,nodo_1080512855
36.7177154,-4.5089917,992
36.4889305,-4.7192233,196
36.5123183,-4.6352588,nodo_1081042121
36.4885823,-4.7447546,nodo_1081042311
36.4965204,-4.783505,nodo_1081042545
36.4883382,-4.7322165,nodo_1081042623
36.5071034,-4.6399552,1020
36.750675,-4.4944161,988
36.7621122,-4.4885204,24A
37.1983408,-5.9103818,nodo_1085360114
36.386924,-5.6528889,54
36.2124895,-5.5434572,77
36.7126256,-4.321569,3
36.7133278,-4.3266961,3
37.3988187,-7.525279,nodo_1113524010
38.0303531,-4.0529198,323
38.0304127,-4.0515465,323
37.1640286,-4.1847229,187
37.1619349,-4.1895658,187
37.1659286,-4.1727682,nodo_1117318337
37.1648339,-4.1650045,nodo_1117318481
37.1618471,-4.1245704,193
37.1810737,-4.0524029,200
37.1803282,-4.0614228,200
37.1880265,-4.0294546,203
37.1927603,-4.0241286,203
37.8967358,-4.6694536,391
37.899041,-4.6641295,391
36.492593,-4.750493,nodo_1119997640
36.4936153,-4.7530364,nodo_1120000879
36.4878448,-4.7370157,nodo_1120052593
36.4913272,-4.6950583,198
37.9947315,-4.4328619,364
37.9972534,-4.4284958,364
37.5524049,-5.0399102,450
36.5073397,-4.6494838,nodo_1121653940
36.2242488,-5.3491805,2
37.2706794,-4.7985942,113
38.1716398,-4.9985103,nodo_1134360021
36.4674474,-6.173187,nodo_1136283333
37.8396003,-4.8020791,3
36.466701,-5.0246616,nodo_1153473230
38.0368857,-4.1125377,329
38.0365846,-4.1100899,329
38.0392563,-4.0305169,321
36.5038792,-4.8091958,188
