lat,lon,nombre
36.5055328,-4.8166585,188
36.5059618,-4.8202684,nodo_1188862954
36.5063538,-4.8247785,nodo_1188863003
36.5069386,-4.8374715,186
36.5053493,-4.8138156,188
36.5025772,-4.8066402,nodo_1189894042
36.5016445,-4.8039591,nodo_1189894075
36.4970805,-4.7858766,nodo_1189966822
36.5000451,-4.7968197,nodo_1190521610
36.4999124,-4.7966582,nodo_1192559791
37.452291,-4.45833,47
36.4890677,-6.2670107,1
37.1459599,-4.2546373,180
37.3630608,-6.0310063,1
36.4388383,-5.1340078,157
36.4407137,-5.101315,1065
36.4384966,-5.1048505,1065
36.4529024,-5.0805705,1062
36.5082151,-4.8575684,184
37.2281464,-5.3273739,63
36.5075409,-4.6491249,nodo_1254364952
36.5061153,-4.6543037,nodo_1254365251
36.5044605,-4.6709855,1023
36.4881495,-4.7347137,nodo_1254754905
36.4892411,-4.7149009,nodo_1254754935
37.5226868,-5.1500124,461
37.5214815,-5.1622341,461
37.3114379,-5.9010876,14
37.2395049,-5.8317923,17
36.6453225,-6.0809349,1
36.204283,-5.3841234,2
37.3827862,-6.066018,3
36.1861033,-5.3836861,2
37.0704334,-4.589687,146
36.505713,-4.8470443,185
36.5065319,-4.8437207,185
36.5070243,-4.8389296,nodo_1401104962
36.4911153,-4.6987296,198
36.4935419,-4.7531364,nodo_1402816482
36.4941133,-4.7671811,nodo_1402816502
36.4943636,-4.7703553,nodo_1402816518
36.4947898,-4.7736166,192
36.5016215,-4.8034778,nodo_1402816563
36.5024161,-4.8060338,nodo_1402816571
36.522454,-4.6303197,nodo_1402816618
36.526074,-4.6299282,1017C
36.5267741,-4.6296011,1017C
37.424168,-5.8423765,0
37.3879078,-5.858634,5
37.4308189,-5.8524904,526
36.6835363,-4.4663305,nodo_1479516935
36.6830535,-4.5264426,995
36.7606374,-4.4884891,24B
37.8221472,-4.7965734,409B
37.8439375,-4.8024099,3
36.9504659,-4.444329,nodo_1490910598
36.6691364,-4.46905,0
37.315454,-5.8956402,7
37.2942358,-5.9661162,22AB
37.3638922,-6.1039416,41
37.3763412,-6.1069516,nodo_1516337901
36.7147517,-4.4503251,nodo_1524534253
37.8947108,-4.7325576,398
36.4603642,-6.2483648,nodo_1527997870
36.4533523,-5.0777265,nodo_1528506161
36.4630776,-6.2523695,4
36.5156822,-4.8239614,nodo_1542757584
36.1872862,-5.4369727,1112 B
37.3703053,-5.8653653,9
37.3022986,-4.8825697,105
37.3019765,-4.8746317,105
37.2820449,-5.6765697,27
37.2967888,-5.712776,nodo_1604274827
37.29522,-5.710357,nodo_1604274896
36.436362,-5.1090539,nodo_1623697086
36.67188,-4.478222,2
36.7272697,-4.4537222,9
36.6489246,-6.1753444,645
36.6814695,-6.1604365,26
37.2417478,-7.4539689,1
37.2326527,-7.447893,nodo_1638377571
37.2295554,-7.4524708,18
37.1990145,-7.4990419,17
38.0468351,-4.8087342,nodo_1655839054
38.122439,-4.8974738,nodo_1665598420
38.1278753,-4.9056041,nodo_1665598422
37.9099395,-4.6014892,385
37.2144762,-4.5344834,82
37.2376128,-4.5404854,79
37.2607267,-4.5246057,76
37.2668323,-4.5198333,76
37.2214902,-4.7853988,120
37.1819097,-4.7763661,125
37.2280833,-4.7847198,120
37.1432459,-6.4986494,25
36.4350619,-5.1121378,nodo_1709250908
37.2128171,-5.8082197,nodo_1713120889
37.1403372,-4.2733748,178
37.0929218,-4.3155861,nodo_1753755263
36.7478797,-6.3205181,60
36.7441384,-6.3172673,nodo_1767950492
36.7470344,-6.3209689,nodo_1767950503
36.7479747,-6.3216126,nodo_1767952363
36.112039,-5.4570613,1122
36.4855224,-4.9786572,1053
37.1862666,-7.5574179,nodo_1832406295
36.6647677,-4.4688282,3
36.6716408,-4.5283285,995
36.6796942,-4.4713868,4A
36.7062485,-4.5137897,992
36.2862406,-5.3113908,1094
37.2936081,-7.4875035,2
36.7122783,-4.5106567,nodo_1859082411
36.7139251,-4.4920987,67
36.5358776,-6.1997289,104B
36.5368292,-6.1978758,105A
36.5382137,-6.1953177,104A
38.0070256,-4.195255,339
36.7780073,-5.8081758,27
38.0043586,-4.3470461,356
36.5383417,-6.1680376,nodo_1934337046
36.7264854,-4.5077866,992
36.7534264,-4.4720436,988
37.3821075,-6.0459168,2
37.3810681,-6.0413566,1B
36.7403885,-4.4489692,11
37.7502815,-4.842951,420
37.9179552,-4.5891313,383
37.9306627,-4.5795188,nodo_1963143461
36.4569873,-5.0567725,nodo_1967476245
37.2504245,-6.5202237,13
37.2680971,-6.5298453,11
37.2445924,-6.5158104,13
36.7023046,-4.4576596,7
36.7125404,-4.4636571,70
37.9184074,-6.2235359,745
37.2950281,-6.5276248,8
37.2897705,-6.525678,8
37.3613115,-5.9527102,6A
37.8772852,-4.7584265,401
37.905721,-4.7523376,266
36.4627984,-5.0410438,nodo_2217030204
36.506901,-4.8341226,187
37.6182434,-4.9607242,nodo_2255862954
37.6341985,-4.9569463,437
37.6391918,-4.9565725,437
37.5490157,-5.0425064,450
37.5766625,-4.9990483,445
37.5923099,-4.9794525,443
37.6598579,-4.9512768,434
37.5273531,-5.1038424,457
36.5653035,-6.1885176,665
36.6432798,-6.1820266,646A
36.7170556,-6.1094976,633
36.7313566,-6.0911512,631
37.6939232,-4.9200409,430
37.7000319,-4.9172707,430
36.7227995,-5.9175632,15
36.7136371,-5.9543388,11
36.2935129,-5.2956605,1092
38.1485172,-4.9738945,nodo_2560605066
38.1455667,-4.9690556,nodo_2560605067
36.5230049,-6.2227615,2
36.525302,-6.2395974,4
36.7146644,-4.450682,nodo_2614566247
36.6719748,-4.466562,3
37.8898184,-4.7202228,396
37.2320087,-5.3198274,63
37.2559488,-5.4112891,nodo_2641813524
37.2345768,-5.3719723,nodo_2641813660
37.2324356,-5.2176912,nodo_2641825969
37.2339828,-5.1608041,nodo_2641826003
36.4781131,-4.9957073,1055
36.4570736,-6.216686,7
37.8602825,-4.7711926,403
37.8617345,-4.7699761,403
37.527292,-5.2751153,nodo_3056339523
37.8177587,-4.7979544,nodo_3059960947
37.814182,-4.7967874,nodo_3059960948
37.2754348,-5.4859326,nodo_3065717594
37.2355518,-5.0463773,nodo_3066939248
37.2370541,-5.041844,nodo_3066939319
37.2550023,-5.4089298,nodo_3068611705
37.2609064,-5.42173,nodo_3068613392
37.1321508,-4.6897705,135
37.3797174,-6.0746276,5
37.4133654,-5.9969307,21
37.4135726,-6.0039744,nodo_3174628478
37.3165862,-7.48665,3
37.3589104,-7.5186369,nodo_3224288326
37.401051,-7.5241459,nodo_3224290991
37.4318923,-7.5323179,nodo_3224308813
36.5166446,-6.2319972,3
37.3300034,-5.8202494,14A
37.4531797,-5.7608416,nodo_3589376205
37.451519,-5.7654113,519
37.3681862,-6.1011029,41
37.2943818,-5.9735085,22A
37.1859477,-4.7822917,125
36.7130321,-4.3180791,2
37.2724854,-5.976049,553
37.2393785,-5.9106953,15
37.460441,-5.7377961,516
37.4619265,-5.733884,516
37.1606251,-4.1402763,nodo_3791889007
37.7660195,-4.822094,418
36.4987195,-4.687616,nodo_4009223186
37.3889275,-6.0334512,1
37.3838469,-6.057546,3
37.858233,-4.7740608,403
36.6541191,-4.4868163,nodo_4349649853
36.2075995,-5.4066214,116
36.4645033,-5.0334828,nodo_4545609652
36.4589772,-5.0515982,nodo_4557067213
36.1828782,-5.3813315,3
37.308708,-6.0982578,35
37.3150389,-6.09846,35
37.2955498,-5.9801085,22B
36.4922512,-4.9528363,1050A
36.4887594,-4.9577294,nodo_4702539746
36.6622584,-4.4841393,nodo_4843968774
36.4354403,-5.1397366,1068B
36.4368139,-5.1323913,1068B
36.4674505,-5.0211219,nodo_4915440027
36.4644402,-5.0341608,nodo_4923010629
36.9370763,-4.8644374,nodo_5020438565
36.9407358,-4.8667018,nodo_5020438739
37.2891048,-5.978537,549
37.187114,-7.5538831,nodo_5029692584
36.6674108,-4.4670644,nodo_5037860070
36.4885148,-4.9594808,nodo_5309131972
37.8237086,-4.7858925,0
37.3001497,-5.9382588,19
36.6829908,-4.4672467,4A
36.4336731,-5.1593057,1070A
36.4974048,-4.9481564,175
36.4954699,-4.9495255,1049
37.1280711,-4.2957611,176
37.1316235,-4.2864197,nodo_5471740529
37.1266487,-4.3069821,175
37.1282541,-4.3014994,175
37.1197142,-4.2951963,1
37.1169299,-4.2987192,1
37.3464925,-5.8865971,10
37.3225282,-5.8925392,13
37.4124586,-6.0320926,20B
37.4168382,-6.0319835,nodo_5534308047
37.4139043,-6.0298549,20B
37.411783,-6.0342387,nodo_5535076497
37.4139047,-6.031744,19
37.4079066,-6.0322202,19
37.3908286,-6.0266571,17B
37.3700756,-6.0139595,14
37.342203,-5.9799449,nodo_5590450396
36.4894365,-4.9561977,1050C
36.4533516,-5.0791393,1062
36.4725725,-5.0093081,1056A
36.4564754,-5.0578463,nodo_5924661219
37.8600684,-4.7721478,403
36.239263,-5.3426828,1101
36.2080661,-5.3471644,3
36.2122857,-5.3491992,3
36.2071427,-5.385664,0
36.2057524,-5.3852088,1
36.5205943,-6.226314,2
36.1751345,-5.4544786,1115 A
37.1590527,-4.2149743,185
37.1546009,-4.2243862,nodo_6344766562
36.4891222,-4.7146947,nodo_6908491673
36.4891712,-4.7147022,nodo_6908491675
36.6056708,-4.549284,1003
37.2999954,-5.9804138,nodo_7075544855
37.3891714,-6.0331974,0B
38.0091053,-4.1901245,339
37.217451,-5.9204487,562
37.3871444,-6.0251539,17B
37.3278837,-5.8162013,14B
37.1857218,-5.9243484,565
37.246777,-5.9234852,558
37.8299814,-4.7972152,2
36.4692851,-5.0138842,nodo_8712046074
36.2210281,-5.3503769,2
37.2148264,-6.9391094,18
37.204867,-6.9367631,nodo_9034942679
37.2661053,-6.9183143,11B
37.3900815,-6.0288174,1
36.7435944,-4.456803,985B
37.3768748,-5.8894853,5
37.413899,-6.0294382,20A
37.3601036,-5.9541347,6A
37.3584707,-5.956207,6B
37.1803238,-5.9275526,565
37.9960704,-4.7937364,254
37.2987699,-5.947953,19
37.3707114,-6.0299528,nodo_12069735453
37.3772417,-6.0267037,15B
36.7387549,-4.390229,981A
37.4085101,-5.9477041,nodo_13076312134
36.215496,-5.5483268,77
36.4672246,-6.1732743,nodo_13247539772
